symbol_x,symbol_y
NDUFA4,NDUFA9
NDUFV3,NDUFA9
MT-CO1,NDUFA9
MT-CYB,NDUFA9
MT-ND6,NDUFA9
MT-ND1,NDUFA9
MT-ND4L,NDUFA9
MT-ND5,NDUFA9
MT-ND4,NDUFA9
MT-CO3,NDUFA9
MT-ND2,NDUFA9
MT-ND3,NDUFA9
NDUFS2,NDUFA9
NDUFAF4,NDUFA9
NDUFA1,NDUFA9
NDUFS5,NDUFA9
NDUFA8,NDUFA9
UQCRQ,NDUFA9
NDUFB6,NDUFA9
SIRT3,NDUFA9
NDUFA11,NDUFA9
NDUFS1,NDUFA9
NDUFB3,NDUFA9
NDUFA5,NDUFA9
NDUFA3,NDUFA9
TIMMDC1,NDUFA9
NDUFB2,NDUFA9
NDUFA13,NDUFA9
COX7C,NDUFA9
UQCRB,NDUFA9
NDUFC1,NDUFA9
E7ENQ6_HUMAN,NDUFA9
COX4I1,NDUFA9
NDUFAB1,NDUFA9
COX6B1,NDUFA9
UQCR11,NDUFA9
NDUFC2-KCTD14,NDUFA9
NDUFA6,NDUFA9
NDUFB1,NDUFA9
COX7B,NDUFA9
NDUFV1,NDUFA9
NDUFB4,COX6A2
UQCRC1,COX6A2
NDUFB7,COX6A2
COX6A1,COX6A2
NDUFS7,COX6A2
NDUFA2,COX6A2
NDUFA10,COX6A2
COX5B,COX6A2
NDUFB5,COX6A2
NDUFS3,COX6A2
NDUFA9,COX6A2
UQCRC2,COX6A2
NDUFB10,COX6A2
NDUFS6,COX6A2
NDUFB11,COX6A2
NDUFB9,COX6A2
NDUFC2,COX6A2
COX7A1,COX6A2
NDUFS4,COX6A2
NDUFB8,COX6A2
NDUFA7,COX6A2
UQCRFS1,COX6A2
UQCRH,COX6A2
NDUFS8,COX6A2
CYC1,COX6A2
COX5A,COX6A2
NDUFV2,COX6A2
NDUFA12,COX6A2
UQCR10,COX6A2
NDUFA4,COX6A2
NDUFV3,COX6A2
MT-CO1,COX6A2
MT-CYB,COX6A2
MT-ND6,COX6A2
MT-ND1,COX6A2
MT-ND4L,COX6A2
MT-ND5,COX6A2
MT-CO2,COX6A2
MT-ND4,COX6A2
MT-CO3,COX6A2
MT-ND2,COX6A2
MT-ND3,COX6A2
NDUFS2,COX6A2
NDUFA1,COX6A2
NDUFS5,COX6A2
NDUFA8,COX6A2
COX4I2,COX6A2
UQCRQ,COX6A2
NDUFB6,COX6A2
NDUFA11,COX6A2
NDUFS1,COX6A2
NDUFB3,COX6A2
NDUFA5,COX6A2
NDUFA3,COX6A2
NDUFB2,COX6A2
NDUFA13,COX6A2
COX7C,COX6A2
COX6C,COX6A2
UQCRB,COX6A2
NDUFC1,COX6A2
COX4I1,COX6A2
NDUFAB1,COX6A2
COX6B1,COX6A2
UQCR11,COX6A2
COX6B2,COX6A2
NDUFA6,COX6A2
NDUFB1,COX6A2
COX7B,COX6A2
NDUFV1,COX6A2
NDUFB4,NDUFB7
UQCRC1,NDUFB7
NDUFS7,NDUFB7
NDUFA2,NDUFB7
NDUFA10,NDUFB7
COX5B,NDUFB7
NDUFB5,NDUFB7
NDUFAF1,NDUFB7
PALB2,NDUFB7
FOXRED1,NDUFB7
NDUFS3,NDUFB7
NDUFA9,NDUFB7
UQCRC2,NDUFB7
NDUFB10,NDUFB7
NDUFS6,NDUFB7
NDUFB11,NDUFB7
NDUFB9,NDUFB7
NDUFC2,NDUFB7
COX6A2,NDUFB7
COX7A1,NDUFB7
NDUFAF2,NDUFB7
NDUFS4,NDUFB7
NDUFB8,NDUFB7
NDUFA7,NDUFB7
UQCRFS1,NDUFB7
UQCRH,NDUFB7
NDUFS8,NDUFB7
CYC1,NDUFB7
COX5A,NDUFB7
NDUFAF3,NDUFB7
NDUFV2,NDUFB7
NDUFA12,NDUFB7
UQCR10,NDUFB7
NDUFA4,NDUFB7
NDUFV3,NDUFB7
MT-CO1,NDUFB7
MT-CYB,NDUFB7
MT-ND6,NDUFB7
MT-ND1,NDUFB7
MT-ND4L,NDUFB7
MT-ND5,NDUFB7
MT-ND4,NDUFB7
MT-CO3,NDUFB7
MT-ND2,NDUFB7
MT-ND3,NDUFB7
NDUFS2,NDUFB7
NDUFAF4,NDUFB7
NDUFA1,NDUFB7
NDUFS5,NDUFB7
NDUFA8,NDUFB7
UQCRQ,NDUFB7
NDUFB6,NDUFB7
NDUFA11,NDUFB7
NDUFS1,NDUFB7
NDUFB3,NDUFB7
NDUFA5,NDUFB7
NDUFA3,NDUFB7
NDUFB2,NDUFB7
NDUFA13,NDUFB7
COX7C,NDUFB7
UQCRB,NDUFB7
NDUFC1,NDUFB7
COX4I1,NDUFB7
NDUFAB1,NDUFB7
COX6B1,NDUFB7
UQCR11,NDUFB7
NDUFC2-KCTD14,NDUFB7
NDUFA6,NDUFB7
NDUFB1,NDUFB7
ENSP00000497305,NDUFB7
COX7B,NDUFB7
NDUFV1,NDUFB7
NDUFB4,NDUFC2
UQCRC1,NDUFC2
NDUFB7,NDUFC2
NDUFS7,NDUFC2
NDUFA2,NDUFC2
NDUFA10,NDUFC2
COX5B,NDUFC2
NDUFB5,NDUFC2
NDUFAF1,NDUFC2
FOXRED1,NDUFC2
NDUFS3,NDUFC2
NDUFA9,NDUFC2
UQCRC2,NDUFC2
NDUFB10,NDUFC2
NDUFS6,NDUFC2
NDUFB11,NDUFC2
NDUFB9,NDUFC2
COX6A2,NDUFC2
COX7A1,NDUFC2
NDUFS4,NDUFC2
NDUFB8,NDUFC2
NDUFA7,NDUFC2
UQCRFS1,NDUFC2
UQCRH,NDUFC2
NDUFS8,NDUFC2
CYC1,NDUFC2
COX5A,NDUFC2
NDUFAF3,NDUFC2
NDUFV2,NDUFC2
NDUFA12,NDUFC2
UQCR10,NDUFC2
NDUFA4,NDUFC2
NDUFV3,NDUFC2
MT-CO1,NDUFC2
MT-CYB,NDUFC2
MT-ND6,NDUFC2
MT-ND1,NDUFC2
MT-ND4L,NDUFC2
MT-ND5,NDUFC2
MT-ND4,NDUFC2
MT-CO3,NDUFC2
MT-ND2,NDUFC2
MT-ND3,NDUFC2
NDUFS2,NDUFC2
NDUFAF4,NDUFC2
NDUFA1,NDUFC2
NDUFS5,NDUFC2
NDUFA8,NDUFC2
UQCRQ,NDUFC2
NDUFB6,NDUFC2
NDUFA11,NDUFC2
NDUFS1,NDUFC2
NDUFB3,NDUFC2
NDUFA5,NDUFC2
NDUFA3,NDUFC2
TIMMDC1,NDUFC2
NDUFB2,NDUFC2
NDUFA13,NDUFC2
COX7C,NDUFC2
UQCRB,NDUFC2
NDUFC1,NDUFC2
COX4I1,NDUFC2
NDUFAB1,NDUFC2
COX6B1,NDUFC2
UQCR11,NDUFC2
NDUFA6,NDUFC2
NDUFB1,NDUFC2
COX7B,NDUFC2
NDUFV1,NDUFC2
NDUFB4,NDUFS8
UQCRC1,NDUFS8
NDUFB7,NDUFS8
NDUFS7,NDUFS8
NDUFA2,NDUFS8
NDUFA10,NDUFS8
COX5B,NDUFS8
NDUFB5,NDUFS8
NDUFAF1,NDUFS8
PALB2,NDUFS8
FOXRED1,NDUFS8
NDUFS3,NDUFS8
SDHA,NDUFS8
MGLL,NDUFS8
NDUFA9,NDUFS8
UQCRC2,NDUFS8
NDUFB10,NDUFS8
NDUFS6,NDUFS8
NDUFB11,NDUFS8
NDUFB9,NDUFS8
NDUFC2,NDUFS8
COX6A2,NDUFS8
COX7A1,NDUFS8
NDUFAF2,NDUFS8
NDUFS4,NDUFS8
NDUFB8,NDUFS8
NDUFA7,NDUFS8
UQCRFS1,NDUFS8
UQCRH,NDUFS8
CYC1,NDUFS8
COX5A,NDUFS8
NDUFAF3,NDUFS8
NDUFV2,NDUFS8
NDUFA12,NDUFS8
UQCR10,NDUFS8
PWWP3B,NDUFS8
NDUFA4,NDUFS8
NDUFV3,NDUFS8
MT-CO1,NDUFS8
MT-CYB,NDUFS8
MT-ND6,NDUFS8
MT-ND1,NDUFS8
MT-ND4L,NDUFS8
MT-ND5,NDUFS8
MT-ND4,NDUFS8
MT-CO3,NDUFS8
MT-ND2,NDUFS8
MT-ND3,NDUFS8
NDUFS2,NDUFS8
NDUFAF4,NDUFS8
NDUFA1,NDUFS8
NDUFS5,NDUFS8
NDUFA8,NDUFS8
UQCRQ,NDUFS8
NDUFB6,NDUFS8
NDUFA11,NDUFS8
NDUFS1,NDUFS8
NDUFB3,NDUFS8
NDUFA5,NDUFS8
NDUFA3,NDUFS8
TIMMDC1,NDUFS8
NDUFB2,NDUFS8
NDUFA13,NDUFS8
COX7C,NDUFS8
UQCRB,NDUFS8
NDUFC1,NDUFS8
E7ENQ6_HUMAN,NDUFS8
COX4I1,NDUFS8
NDUFAB1,NDUFS8
COX6B1,NDUFS8
UQCR11,NDUFS8
NDUFC2-KCTD14,NDUFS8
NDUFA6,NDUFS8
NDUFB1,NDUFS8
ENSP00000497305,NDUFS8
COX7B,NDUFS8
NDUFV1,NDUFS8
ENSP00000498408,NDUFS8
PWWP3A,NDUFS8
NDUFB4,NDUFB9
UQCRC1,NDUFB9
NDUFB7,NDUFB9
NDUFS7,NDUFB9
NDUFA2,NDUFB9
NDUFA10,NDUFB9
COX5B,NDUFB9
NDUFB5,NDUFB9
NDUFAF1,NDUFB9
PALB2,NDUFB9
FOXRED1,NDUFB9
NDUFS3,NDUFB9
NDUFA9,NDUFB9
UQCRC2,NDUFB9
NDUFB10,NDUFB9
NDUFS6,NDUFB9
NDUFB11,NDUFB9
NDUFC2,NDUFB9
COX6A2,NDUFB9
COX7A1,NDUFB9
NDUFAF2,NDUFB9
NDUFS4,NDUFB9
NDUFB8,NDUFB9
NDUFA7,NDUFB9
UQCRFS1,NDUFB9
UQCRH,NDUFB9
NDUFS8,NDUFB9
CYC1,NDUFB9
COX5A,NDUFB9
NDUFAF3,NDUFB9
NDUFV2,NDUFB9
NDUFA12,NDUFB9
UQCR10,NDUFB9
NDUFA4,NDUFB9
NDUFV3,NDUFB9
MT-CO1,NDUFB9
MT-CYB,NDUFB9
MT-ND6,NDUFB9
MT-ND1,NDUFB9
MT-ND4L,NDUFB9
MT-ND5,NDUFB9
MT-ND4,NDUFB9
MT-CO3,NDUFB9
MT-ND2,NDUFB9
MT-ND3,NDUFB9
NDUFS2,NDUFB9
NDUFAF4,NDUFB9
NDUFA1,NDUFB9
NDUFS5,NDUFB9
NDUFA8,NDUFB9
UQCRQ,NDUFB9
NDUFB6,NDUFB9
NDUFA11,NDUFB9
NDUFS1,NDUFB9
NDUFB3,NDUFB9
NDUFA5,NDUFB9
NDUFA3,NDUFB9
TIMMDC1,NDUFB9
NDUFB2,NDUFB9
NDUFA13,NDUFB9
COX7C,NDUFB9
UQCRB,NDUFB9
NDUFC1,NDUFB9
COX4I1,NDUFB9
NDUFAB1,NDUFB9
COX6B1,NDUFB9
UQCR11,NDUFB9
NDUFC2-KCTD14,NDUFB9
NDUFA6,NDUFB9
NDUFB1,NDUFB9
ENSP00000497305,NDUFB9
COX7B,NDUFB9
NDUFV1,NDUFB9
NDUFB4,NDUFB10
UQCRC1,NDUFB10
NDUFB7,NDUFB10
NDUFS7,NDUFB10
NDUFA2,NDUFB10
NDUFA10,NDUFB10
COX5B,NDUFB10
NDUFB5,NDUFB10
NDUFAF1,NDUFB10
PALB2,NDUFB10
FOXRED1,NDUFB10
NDUFS3,NDUFB10
NDUFA9,NDUFB10
UQCRC2,NDUFB10
NDUFS6,NDUFB10
NDUFB11,NDUFB10
NDUFB9,NDUFB10
NDUFC2,NDUFB10
COX6A2,NDUFB10
COX7A1,NDUFB10
NDUFAF2,NDUFB10
NDUFS4,NDUFB10
NDUFB8,NDUFB10
NDUFA7,NDUFB10
UQCRFS1,NDUFB10
UQCRH,NDUFB10
NDUFS8,NDUFB10
CYC1,NDUFB10
COX5A,NDUFB10
NDUFAF3,NDUFB10
NDUFV2,NDUFB10
NDUFA12,NDUFB10
UQCR10,NDUFB10
NDUFA4,NDUFB10
NDUFV3,NDUFB10
MT-CO1,NDUFB10
MT-CYB,NDUFB10
MT-ND6,NDUFB10
MT-ND1,NDUFB10
MT-ND4L,NDUFB10
MT-ND5,NDUFB10
MT-ND4,NDUFB10
MT-CO3,NDUFB10
MT-ND2,NDUFB10
MT-ND3,NDUFB10
NDUFS2,NDUFB10
NDUFAF4,NDUFB10
NDUFA1,NDUFB10
NDUFS5,NDUFB10
NDUFA8,NDUFB10
UQCRQ,NDUFB10
NDUFB6,NDUFB10
NDUFA11,NDUFB10
NDUFS1,NDUFB10
NDUFB3,NDUFB10
NDUFA5,NDUFB10
NDUFA3,NDUFB10
TIMMDC1,NDUFB10
NDUFB2,NDUFB10
NDUFA13,NDUFB10
COX7C,NDUFB10
UQCRB,NDUFB10
NDUFC1,NDUFB10
COX4I1,NDUFB10
NDUFAB1,NDUFB10
COX6B1,NDUFB10
UQCR11,NDUFB10
NDUFC2-KCTD14,NDUFB10
NDUFA6,NDUFB10
NDUFB1,NDUFB10
ENSP00000497305,NDUFB10
COX7B,NDUFB10
NDUFV1,NDUFB10
NDUFB4,NDUFAF3
NDUFB7,NDUFAF3
NDUFS7,NDUFAF3
NDUFA2,NDUFAF3
NDUFA10,NDUFAF3
NDUFB5,NDUFAF3
NDUFAF1,NDUFAF3
NDUFS3,NDUFAF3
NDUFA9,NDUFAF3
NDUFB10,NDUFAF3
ECSIT,NDUFAF3
NDUFB11,NDUFAF3
NDUFB9,NDUFAF3
NDUFC2,NDUFAF3
NDUFS4,NDUFAF3
NDUFB8,NDUFAF3
NDUFA7,NDUFAF3
ACAD9,NDUFAF3
NDUFS8,NDUFAF3
MT-ND6,NDUFAF3
MT-ND1,NDUFAF3
NDUFS2,NDUFAF3
NDUFAF4,NDUFAF3
NDUFA1,NDUFAF3
NDUFS5,NDUFAF3
NDUFA8,NDUFAF3
NDUFAF5,NDUFAF3
NDUFA11,NDUFAF3
NDUFB3,NDUFAF3
NDUFA5,NDUFAF3
NDUFA3,NDUFAF3
TIMMDC1,NDUFAF3
NDUFB2,NDUFAF3
NDUFA13,NDUFAF3
NDUFC1,NDUFAF3
NDUFAB1,NDUFAF3
NDUFA6,NDUFAF3
ERLEC1,FAM8A1
ATG3,FAM8A1
OS9,FAM8A1
SEL1L,FAM8A1
USP33,FAM8A1
SYVN1,FAM8A1
ERLEC1,DERL2
EMC2,DERL2
EMC3,DERL2
DERL1,DERL2
FAF2,DERL2
AMFR,DERL2
OS9,DERL2
SEL1L,DERL2
VCP,DERL2
SYVN1,DERL2
AUP1,DERL2
SELENOS,DERL2
DERL3,DERL2
EMC1,DERL2
ERLEC1,ERLIN2
FAF2,ERLIN2
AMFR,ERLIN2
OS9,ERLIN2
RNF185,ERLIN2
SEL1L,ERLIN2
UBAC2,ERLIN2
ERLIN1,ERLIN2
RNF170,ERLIN2
ERLEC1,HSP90B1
CDC37,HSP90B1
CAV2,HSP90B1
APOB,HSP90B1
LRP1,HSP90B1
CANX,HSP90B1
SDF2L1,HSP90B1
UGGT1,HSP90B1
TLR2,HSP90B1
ERP29,HSP90B1
FAF2,HSP90B1
FANCC,HSP90B1
CALM3,HSP90B1
HSPA9,HSP90B1
NOS3,HSP90B1
PPIB,HSP90B1
HSPA4,HSP90B1
CALML6,HSP90B1
CALML3,HSP90B1
OS9,HSP90B1
CALR,HSP90B1
HSPA5,HSP90B1
P4HB,HSP90B1
HSP90AA1,HSP90B1
CAV1,HSP90B1
CAV3,HSP90B1
HSP90AB1,HSP90B1
CNPY3,HSP90B1
TLR4,HSP90B1
AR,HSP90B1
CALML5,HSP90B1
PDIA6,HSP90B1
DNAJB11,HSP90B1
CALML4,HSP90B1
HYOU1,HSP90B1
PDIA4,HSP90B1
ERLEC1,UBE2J1
SEL1L,UBE2J1
UBE2G2,UBE2J1
RNF5,UBE2J1
UBE2G1,UBE2J1
CLIC5,TWF1
MYH9,TWF1
RIPOR2,TWF1
CAPZA1,TWF1
FSCN2,TWF1
PLS1,TWF1
EPB41L1,TWF1
EZR,TWF1
MSN,TWF1
ACTA1,TWF1
CAP1,TWF1
GRXCR2,TWF1
GRXCR1,TWF1
MYO7A,TWF1
XIRP2,TWF1
TPRN,TWF1
CAPZB,TWF1
RDX,TWF1
MYO1C,TWF1
CLIC5,MYH9
MYL7,MYH9
ACTA2,MYH9
MYH1,MYH9
MYL2,MYH9
MYH4,MYH9
RIPOR2,MYH9
MYL9,MYH9
MYL1,MYH9
MYLPF,MYH9
FSCN2,MYH9
PLS1,MYH9
EPB41L1,MYH9
EZR,MYH9
MYH7,MYH9
CD163,MYH9
MSN,MYH9
MYH10,MYH9
S100A4,MYH9
GRXCR2,MYH9
MYH11,MYH9
MYH2,MYH9
GRXCR1,MYH9
MYL5,MYH9
MYH8,MYH9
MYH6,MYH9
MYO7A,MYH9
XIRP2,MYH9
ACTG2,MYH9
TPRN,MYH9
MYH13,MYH9
MYL6,MYH9
TWF1,MYH9
MYL6B,MYH9
ACTG1,MYH9
MYL12B,MYH9
MYH3,MYH9
MYL12A,MYH9
SPTAN1,MYH9
MYH14,MYH9
ACTB,MYH9
RDX,MYH9
MYO1C,MYH9
MYL3,MYH9
CLIC5,RDX
MYH9,RDX
SELPLG,RDX
RIPOR2,RDX
SLC9A3R1,RDX
SLC9A1,RDX
PDPN,RDX
MMP14,RDX
FSCN2,RDX
PLS1,RDX
EPB41L1,RDX
EZR,RDX
NF2,RDX
EPB41,RDX
MSN,RDX
L1CAM,RDX
GRXCR2,RDX
GRXCR1,RDX
MYO7A,RDX
XIRP2,RDX
TPRN,RDX
CD44,RDX
SLC9A3R2,RDX
ICAM2,RDX
MME,RDX
TWF1,RDX
ACTG1,RDX
ACTB,RDX
MYO1C,RDX
SELL,RDX
SPN,RDX
CLIC5,PLS1
MYH9,PLS1
RIPOR2,PLS1
FSCN2,PLS1
EPB41L1,PLS1
EZR,PLS1
MSN,PLS1
GRXCR2,PLS1
GRXCR1,PLS1
MYO7A,PLS1
XIRP2,PLS1
TPRN,PLS1
TWF1,PLS1
RDX,PLS1
MYO1C,PLS1
CLIC5,GRXCR1
MYH9,GRXCR1
RIPOR2,GRXCR1
FSCN2,GRXCR1
PLS1,GRXCR1
EPB41L1,GRXCR1
EZR,GRXCR1
MSN,GRXCR1
GRXCR2,GRXCR1
MYO7A,GRXCR1
XIRP2,GRXCR1
TPRN,GRXCR1
TWF1,GRXCR1
RDX,GRXCR1
MYO1C,GRXCR1
CLIC5,CLIC2
CLIC5,GRXCR2
MYH9,GRXCR2
RIPOR2,GRXCR2
FSCN2,GRXCR2
PLS1,GRXCR2
EPB41L1,GRXCR2
EZR,GRXCR2
MSN,GRXCR2
GRXCR1,GRXCR2
MYO7A,GRXCR2
XIRP2,GRXCR2
TPRN,GRXCR2
TWF1,GRXCR2
RDX,GRXCR2
MYO1C,GRXCR2
CLIC5,FSCN2
MYH9,FSCN2
RIPOR2,FSCN2
PLS1,FSCN2
EPB41L1,FSCN2
EZR,FSCN2
MSN,FSCN2
GRXCR2,FSCN2
GRXCR1,FSCN2
MYO7A,FSCN2
XIRP2,FSCN2
TPRN,FSCN2
TWF1,FSCN2
RDX,FSCN2
MYO1C,FSCN2
CLIC5,TPRN
MYH9,TPRN
RIPOR2,TPRN
FSCN2,TPRN
PLS1,TPRN
EPB41L1,TPRN
EZR,TPRN
MSN,TPRN
CLIC6,TPRN
WHRN,TPRN
GRXCR2,TPRN
PPP1CB,TPRN
GRXCR1,TPRN
MYO7A,TPRN
XIRP2,TPRN
TWF1,TPRN
RDX,TPRN
MYO1C,TPRN
CLIC5,MYO1C
MYH9,MYO1C
PDLIM4,MYO1C
RIPOR2,MYO1C
SMARCA5,MYO1C
CALM3,MYO1C
JAM3,MYO1C
RAC3,MYO1C
FSCN2,MYO1C
SF3B1,MYO1C
PLS1,MYO1C
EPB41L1,MYO1C
EZR,MYO1C
BAZ1B,MYO1C
DPYSL3,MYO1C
DDX21,MYO1C
ERCC6,MYO1C
MYO9A,MYO1C
CD2AP,MYO1C
MSN,MYO1C
MYO6,MYO1C
POLR1E,MYO1C
GRXCR2,MYO1C
MYBBP1A,MYO1C
MYO1B,MYO1C
GRXCR1,MYO1C
MYO18B,MYO1C
MYO7A,MYO1C
XIRP2,MYO1C
TPRN,MYO1C
MYO1A,MYO1C
DUSP22,MYO1C
MYL6,MYO1C
TWF1,MYO1C
MYL6B,MYO1C
ACTG1,MYO1C
DYNLL2,MYO1C
MYO1F,MYO1C
ACTB,MYO1C
MYO3A,MYO1C
RDX,MYO1C
ESPN,MYO1C
DEK,MYO1C
CALM1,MYO1C
CALM2,MYO1C
CLIC5,EPB41L1
MYH9,EPB41L1
RIPOR2,EPB41L1
FSCN2,EPB41L1
PLS1,EPB41L1
EZR,EPB41L1
EPB41L3,EPB41L1
MSN,EPB41L1
GRXCR2,EPB41L1
GRXCR1,EPB41L1
MYO7A,EPB41L1
XIRP2,EPB41L1
TPRN,EPB41L1
GRIA1,EPB41L1
TWF1,EPB41L1
RDX,EPB41L1
MYO1C,EPB41L1
CLIC5,RIPOR2
MYH9,RIPOR2
FSCN2,RIPOR2
PLS1,RIPOR2
EPB41L1,RIPOR2
EZR,RIPOR2
MSN,RIPOR2
GRXCR2,RIPOR2
GRXCR1,RIPOR2
MYO7A,RIPOR2
XIRP2,RIPOR2
TPRN,RIPOR2
RHOA,RIPOR2
TWF1,RIPOR2
RDX,RIPOR2
MYO1C,RIPOR2
CLIC5,XIRP2
MYH9,XIRP2
RIPOR2,XIRP2
FSCN2,XIRP2
PLS1,XIRP2
EPB41L1,XIRP2
EZR,XIRP2
SPTBN1,XIRP2
MSN,XIRP2
GRXCR2,XIRP2
GRXCR1,XIRP2
MYO7A,XIRP2
TPRN,XIRP2
TWF1,XIRP2
SPTAN1,XIRP2
PJVK,XIRP2
TRIOBP,XIRP2
RDX,XIRP2
MYO1C,XIRP2
ACTR6,ZNHIT1
YEATS4,ZNHIT1
SRCAP,ZNHIT1
CFDP1,ZNHIT1
RUVBL1,ZNHIT1
VPS72,ZNHIT1
DMAP1,ZNHIT1
EP400,ZNHIT1
ACTL6A,ZNHIT1
RUVBL2,ZNHIT1
ACTR6,SRCAP
YEATS4,SRCAP
CREBBP,SRCAP
CFDP1,SRCAP
H2AZ1,SRCAP
ZNHIT1,SRCAP
RUVBL1,SRCAP
KAT5,SRCAP
VPS72,SRCAP
DMAP1,SRCAP
EP400,SRCAP
ACTL6A,SRCAP
RUVBL2,SRCAP
FAP,ADA
DPP4,ADA
ADA2,ADA
OSTM1,CLCN7
HSPB11,IFT80
IFT81,IFT80
IFT172,IFT80
IFT46,IFT80
IFT57,IFT80
IFT22,IFT80
IFT88,IFT80
CLUAP1,IFT80
TTC30A,IFT80
IFT52,IFT80
TRAF3IP1,IFT80
WDR19,IFT80
TTC30B,IFT80
IFT27,IFT80
IFT74,IFT80
IFT140,IFT80
TTC26,IFT80
IFT20,IFT80
HSPB11,IFT27
IFT43,IFT27
IFT81,IFT27
TTC21B,IFT27
IFT172,IFT27
IFT46,IFT27
IFT57,IFT27
IFT122,IFT27
IFT80,IFT27
WDR35,IFT27
IFT22,IFT27
IFT88,IFT27
CLUAP1,IFT27
TTC30A,IFT27
IFT52,IFT27
TRAF3IP1,IFT27
WDR19,IFT27
TTC30B,IFT27
IFT74,IFT27
IFT140,IFT27
TTC26,IFT27
IFT20,IFT27
HSPB11,TRAF3IP1
IFT81,TRAF3IP1
IFT172,TRAF3IP1
IFT46,TRAF3IP1
IFT57,TRAF3IP1
IFT80,TRAF3IP1
IFT22,TRAF3IP1
IFT88,TRAF3IP1
CLUAP1,TRAF3IP1
TTC30A,TRAF3IP1
IFT52,TRAF3IP1
TRAF3,TRAF3IP1
TTC30B,TRAF3IP1
IFT27,TRAF3IP1
DISC1,TRAF3IP1
IFT74,TRAF3IP1
TTC26,TRAF3IP1
RABEP1,TRAF3IP1
IFT20,TRAF3IP1
FBF1,TRAF3IP1
HSPB11,IFT57
IFT81,IFT57
IFT172,IFT57
IFT46,IFT57
IFT80,IFT57
IFT22,IFT57
IFT88,IFT57
HIP1,IFT57
CLUAP1,IFT57
TTC30A,IFT57
CASP8,IFT57
IFT52,IFT57
TRAF3IP1,IFT57
TTC30B,IFT57
IFT27,IFT57
IFT74,IFT57
TTC26,IFT57
IFT20,IFT57
HSPB11,CLUAP1
IFT81,CLUAP1
IFT172,CLUAP1
IFT46,CLUAP1
IFT57,CLUAP1
IFT80,CLUAP1
IFT22,CLUAP1
IFT88,CLUAP1
TTC30A,CLUAP1
IFT52,CLUAP1
TRAF3IP1,CLUAP1
TTC30B,CLUAP1
IFT27,CLUAP1
IFT74,CLUAP1
TTC26,CLUAP1
IFT20,CLUAP1
HSPB11,IFT22
IFT81,IFT22
IFT172,IFT22
IFT46,IFT22
IFT57,IFT22
IFT80,IFT22
IFT88,IFT22
CLUAP1,IFT22
TTC30A,IFT22
IFT52,IFT22
TRAF3IP1,IFT22
WDR19,IFT22
TTC30B,IFT22
IFT27,IFT22
IFT74,IFT22
IFT140,IFT22
TTC26,IFT22
IFT20,IFT22
HSPB11,IFT81
IFT172,IFT81
IFT46,IFT81
IFT57,IFT81
IFT80,IFT81
IFT22,IFT81
IFT88,IFT81
CLUAP1,IFT81
TTC30A,IFT81
IFT52,IFT81
TRAF3IP1,IFT81
TTC30B,IFT81
IFT27,IFT81
IFT74,IFT81
IFT140,IFT81
TTC26,IFT81
IFT20,IFT81
HSPB11,IFT74
IFT81,IFT74
TTC21B,IFT74
IFT172,IFT74
UFD1,IFT74
IFT46,IFT74
IFT57,IFT74
IFT80,IFT74
IFT22,IFT74
IFT88,IFT74
NPLOC4,IFT74
CLUAP1,IFT74
TTC30A,IFT74
VCP,IFT74
IFT52,IFT74
TRAF3IP1,IFT74
UBXN10,IFT74
TTC30B,IFT74
IFT27,IFT74
TTC26,IFT74
IFT20,IFT74
HSPB11,TTC26
IFT81,TTC26
IFT172,TTC26
UFD1,TTC26
IFT46,TTC26
IFT57,TTC26
IFT80,TTC26
IFT22,TTC26
IFT88,TTC26
NPLOC4,TTC26
CLUAP1,TTC26
TTC30A,TTC26
VCP,TTC26
IFT52,TTC26
TRAF3IP1,TTC26
UBXN10,TTC26
TTC30B,TTC26
IFT27,TTC26
IFT74,TTC26
IFT20,TTC26
HSPB11,TTC30A
IFT81,TTC30A
IFT172,TTC30A
IFT46,TTC30A
IFT57,TTC30A
IFT80,TTC30A
IFT22,TTC30A
IFT88,TTC30A
CLUAP1,TTC30A
IFT52,TTC30A
TRAF3IP1,TTC30A
TTC30B,TTC30A
IFT27,TTC30A
IFT74,TTC30A
TTC26,TTC30A
IFT20,TTC30A
HSPB11,TTC30B
IFT81,TTC30B
IFT172,TTC30B
IFT46,TTC30B
IFT57,TTC30B
IFT80,TTC30B
IFT22,TTC30B
IFT88,TTC30B
CLUAP1,TTC30B
TTC30A,TTC30B
IFT52,TTC30B
TRAF3IP1,TTC30B
IFT27,TTC30B
IFT74,TTC30B
TTC26,TTC30B
IFT20,TTC30B
HSPB11,IFT172
IFT81,IFT172
IFT46,IFT172
IFT57,IFT172
IFT80,IFT172
IFT22,IFT172
IFT88,IFT172
CLUAP1,IFT172
TTC30A,IFT172
IFT52,IFT172
TRAF3IP1,IFT172
TTC30B,IFT172
IFT27,IFT172
IFT74,IFT172
TTC26,IFT172
IFT20,IFT172
HSPB11,IFT46
IFT81,IFT46
IFT172,IFT46
IFT57,IFT46
DAW1,IFT46
IFT80,IFT46
IFT22,IFT46
IFT88,IFT46
CLUAP1,IFT46
TTC30A,IFT46
IFT52,IFT46
TRAF3IP1,IFT46
TTC30B,IFT46
IFT27,IFT46
IFT74,IFT46
TTC26,IFT46
IFT20,IFT46
HSPB11,IFT88
IFT81,IFT88
TTC21B,IFT88
