symbol_x,symbol_y
SEC13,NUP98
RAE1,NUP98
SEH1L,NUP98
XPO1,NUP98
MAD1L1,NUP98
CETN3,NUP98
ENY2,NUP98
NXF1,NUP98
NUP153,NUP98
NUP37,NUP98
NUP88,NUP98
NUP62,NUP98
PCID2,NUP98
AAAS,TPR
NUP107,TPR
NUP155,TPR
TFG,TPR
NUP85,TPR
SNX4,TPR
NUP210,TPR
NUP42,TPR
DYNC1LI1,TPR
RANBP2,TPR
NUP205,TPR
MCM3AP,TPR
NUP35,TPR
MAD2L1,TPR
NUP93,TPR
NUP98,TPR
DYNC1I1,TPR
TCTEX1D2,TPR
NUP43,TPR
NUP50,TPR
NUDCD3,TPR
DYNC1H1,TPR
DYNLRB1,TPR
NUP214,TPR
DYNLT1,TPR
CETN2,TPR
NDC1,TPR
NUP188,TPR
WDR34,TPR
DYNLT3,TPR
DYNLL1,TPR
RAE1,TPR
SEH1L,TPR
WDR60,TPR
MAD1L1,TPR
CETN3,TPR
ENY2,TPR
NTRK1,TPR
NUP153,TPR
DYNLRB2,TPR
NUP88,TPR
DYNC2LI1,TPR
PCID2,TPR
DYNC2H1,TPR
TPM3,TPR
AAAS,NUP214
NUP107,NUP214
NUP155,NUP214
NUP85,NUP214
NUP210,NUP214
NUP42,NUP214
NUP133,NUP214
NUP54,NUP214
RANBP2,NUP214
NUP205,NUP214
KPNB1,NUP214
NUP35,NUP214
DDX19A,NUP214
GLE1,NUP214
NUP93,NUP214
NUP98,NUP214
NUP43,NUP214
TNFSF13,NUP214
NUP50,NUP214
UBE2I,NUP214
AHCTF1,NUP214
TPR,NUP214
NDC1,NUP214
NUP188,NUP214
SET,NUP214
NUP160,NUP214
NUP58,NUP214
SEC13,NUP214
POM121,NUP214
RAE1,NUP214
RGPD2,NUP214
SEH1L,NUP214
XPO1,NUP214
DDX19B-2,NUP214
ANP32A,NUP214
NXF1,NUP214
NUP153,NUP214
RAN,NUP214
NUP37,NUP214
SNUPN,NUP214
DDX19B,NUP214
NUP88,NUP214
NUP62,NUP214
POM121C,NUP214
AAAS,RANBP2
NUP107,RANBP2
NUP155,RANBP2
NUP85,RANBP2
NUP210,RANBP2
NUP42,RANBP2
NUP133,RANBP2
NUP54,RANBP2
RASA1,RANBP2
NUP205,RANBP2
KPNB1,RANBP2
MCM3AP,RANBP2
NUP35,RANBP2
MAD2L1,RANBP2
KIF5B,RANBP2
GLE1,RANBP2
NUP93,RANBP2
NUP98,RANBP2
SUMO4,RANBP2
NUP43,RANBP2
NUP50,RANBP2
UBE2I,RANBP2
BICD2,RANBP2
NUP214,RANBP2
AHCTF1,RANBP2
TPR,RANBP2
CETN2,RANBP2
NDC1,RANBP2
NUP188,RANBP2
NUP160,RANBP2
NUP58,RANBP2
SEC13,RANBP2
SUMO1,RANBP2
RAE1,RANBP2
SEH1L,RANBP2
XPO1,RANBP2
MAD1L1,RANBP2
KIF5C,RANBP2
RANGAP1,RANBP2
SUMO2,RANBP2
CETN3,RANBP2
ENY2,RANBP2
NUP153,RANBP2
RAN,RANBP2
NUP37,RANBP2
NUP88,RANBP2
NUP62,RANBP2
IGHV3-16,RANBP2
PCID2,RANBP2
RCC1,RANBP2
AAAS,NUP210
NUP107,NUP210
NUP155,NUP210
NUP85,NUP210
NUP42,NUP210
NUP133,NUP210
NUP54,NUP210
RANBP2,NUP210
NUP205,NUP210
NUP35,NUP210
NUP93,NUP210
NUP98,NUP210
NUP43,NUP210
NUP50,NUP210
UBE2I,NUP210
NUP214,NUP210
AHCTF1,NUP210
TPR,NUP210
NUP210L,NUP210
NDC1,NUP210
NUP188,NUP210
NUP160,NUP210
NUP58,NUP210
SEC13,NUP210
RAE1,NUP210
SEH1L,NUP210
NUP153,NUP210
NUP37,NUP210
NUP88,NUP210
NUP62,NUP210
AAAS,NUP93
NUP107,NUP93
NUP155,NUP93
NUP85,NUP93
SH2D3A,NUP93
NUP210,NUP93
NUP42,NUP93
NUP133,NUP93
NUP54,NUP93
RANBP2,NUP93
NUP205,NUP93
KPNB1,NUP93
NUP35,NUP93
NUP98,NUP93
NUP43,NUP93
NUP50,NUP93
NUP214,NUP93
AHCTF1,NUP93
TPR,NUP93
NDC1,NUP93
NUP188,NUP93
NUP160,NUP93
NUP58,NUP93
SEC13,NUP93
POM121,NUP93
RAE1,NUP93
SEH1L,NUP93
NUP153,NUP93
NUP37,NUP93
NUP88,NUP93
NUP62,NUP93
POM121C,NUP93
AAAS,SEH1L
NUP107,SEH1L
NUP155,SEH1L
NPRL2,SEH1L
NUP85,SEH1L
NUP210,SEH1L
NUP42,SEH1L
NUP133,SEH1L
WDR59,SEH1L
NUP54,SEH1L
RANBP2,SEH1L
NUP205,SEH1L
WDR24,SEH1L
NUP35,SEH1L
NUP93,SEH1L
NUP98,SEH1L
LAMP1,SEH1L
KPTN,SEH1L
MIOS,SEH1L
NUP43,SEH1L
NUP50,SEH1L
NUP214,SEH1L
AHCTF1,SEH1L
TPR,SEH1L
NDC1,SEH1L
NUP188,SEH1L
NUP160,SEH1L
NUP58,SEH1L
SEC13,SEH1L
POM121,SEH1L
RAE1,SEH1L
NUP153,SEH1L
NUP37,SEH1L
NUP88,SEH1L
NUP62,SEH1L
POM121C,SEH1L
NPRL3,SEH1L
DEPDC5,SEH1L
AAAS,NUP35
NUP107,NUP35
NUP155,NUP35
NUP85,NUP35
NUP210,NUP35
NUP42,NUP35
NUP133,NUP35
NUP54,NUP35
RANBP2,NUP35
NUP205,NUP35
NUP93,NUP35
NUP98,NUP35
NUP43,NUP35
NUP50,NUP35
UBE2I,NUP35
NUP214,NUP35
AHCTF1,NUP35
TPR,NUP35
NDC1,NUP35
NUP188,NUP35
NUP160,NUP35
NUP58,NUP35
SEC13,NUP35
POM121,NUP35
RAE1,NUP35
SEH1L,NUP35
NUP153,NUP35
NUP37,NUP35
NUP88,NUP35
NUP62,NUP35
AAAS,NUP85
NUP107,NUP85
NUP155,NUP85
NUP210,NUP85
NUP42,NUP85
NUP133,NUP85
NUP54,NUP85
RANBP2,NUP85
NUP205,NUP85
KPNB1,NUP85
CCR2,NUP85
CCR5,NUP85
NUP35,NUP85
NUP93,NUP85
NUP98,NUP85
NUP43,NUP85
NUP50,NUP85
UBE2I,NUP85
NUP214,NUP85
AHCTF1,NUP85
TPR,NUP85
NDC1,NUP85
NUP188,NUP85
NUP160,NUP85
NUP58,NUP85
SEC13,NUP85
POM121,NUP85
RAE1,NUP85
SEH1L,NUP85
RANGAP1,NUP85
NUP153,NUP85
NUP37,NUP85
NUP88,NUP85
NUP62,NUP85
POM121C,NUP85
AAAS,NUP50
NUP107,NUP50
NUP155,NUP50
NUP85,NUP50
NUP210,NUP50
NUP42,NUP50
NUP133,NUP50
RANBP2,NUP50
NUP205,NUP50
KPNB1,NUP50
NUP35,NUP50
NUP93,NUP50
CDCA2,NUP50
NUP43,NUP50
KPNA1,NUP50
NUP214,NUP50
TPR,NUP50
NDC1,NUP50
NUP188,NUP50
NUP160,NUP50
NUP58,NUP50
RAE1,NUP50
SEH1L,NUP50
KPNA2,NUP50
NUP153,NUP50
NUP88,NUP50
AAAS,NUP54
NUP107,NUP54
NUP155,NUP54
NUP85,NUP54
NUP210,NUP54
NUP133,NUP54
RANBP2,NUP54
NUP205,NUP54
NUP35,NUP54
NUP93,NUP54
NUP98,NUP54
NUP43,NUP54
NUP214,NUP54
AHCTF1,NUP54
NDC1,NUP54
NUP62CL,NUP54
NUP188,NUP54
NUP160,NUP54
NUP58,NUP54
SEC13,NUP54
POM121,NUP54
RAE1,NUP54
SEH1L,NUP54
NUP153,NUP54
NUP37,NUP54
NUP88,NUP54
NUP62,NUP54
POM121C,NUP54
AAAS,NUP43
NUP107,NUP43
NUP155,NUP43
NUP85,NUP43
NUP210,NUP43
NUP42,NUP43
NUP133,NUP43
NUP54,NUP43
RANBP2,NUP43
NUP205,NUP43
NUP35,NUP43
NUP93,NUP43
NUP98,NUP43
NUP50,NUP43
NUP214,NUP43
AHCTF1,NUP43
TPR,NUP43
NDC1,NUP43
NUP188,NUP43
NUP160,NUP43
NUP58,NUP43
SEC13,NUP43
POM121,NUP43
RAE1,NUP43
SEH1L,NUP43
NUP153,NUP43
NUP37,NUP43
NUP88,NUP43
NUP62,NUP43
AAAS,UBE2I
NUP155,UBE2I
SOX4,UBE2I
NUP85,UBE2I
UBA2,UBE2I
HSPB1,UBE2I
FKBP6,UBE2I
NUP210,UBE2I
SRSF1,UBE2I
UBE2K,UBE2I
PIAS4,UBE2I
DAXX,UBE2I
DIDO1,UBE2I
TP53,UBE2I
SAE1,UBE2I
RANBP2,UBE2I
NUP205,UBE2I
NSMCE2,UBE2I
NUP35,UBE2I
SUMO4,UBE2I
NFATC2IP,UBE2I
NUP214,UBE2I
RWDD3,UBE2I
ZNF451,UBE2I
NDC1,UBE2I
IPO13,UBE2I
HABP4,UBE2I
SUMO1,UBE2I
PIAS3,UBE2I
HSPA2,UBE2I
RGPD2,UBE2I
HIPK2,UBE2I
GRIK2,UBE2I
RANGAP1,UBE2I
SUMO2,UBE2I
SUMO3,UBE2I
PIAS1,UBE2I
PIAS2,UBE2I
AAAS,NUP188
NUP107,NUP188
NUP155,NUP188
NUP85,NUP188
NUP210,NUP188
NUP42,NUP188
NUP133,NUP188
NUP54,NUP188
RANBP2,NUP188
NUP205,NUP188
NUP35,NUP188
NUP93,NUP188
NUP98,NUP188
NUP43,NUP188
NUP50,NUP188
NUP214,NUP188
AHCTF1,NUP188
TPR,NUP188
NDC1,NUP188
NUP160,NUP188
NUP58,NUP188
SEC13,NUP188
RAE1,NUP188
SEH1L,NUP188
NUP153,NUP188
NUP37,NUP188
NUP88,NUP188
NUP62,NUP188
AAAS,SEC13
NUP107,SEC13
NUP155,SEC13
NPRL2,SEC13
NUP85,SEC13
NUP210,SEC13
NUP133,SEC13
WDR59,SEC13
NUP54,SEC13
PDCD6,SEC13
SEC24D,SEC13
RANBP2,SEC13
NUP205,SEC13
WDR24,SEC13
NUP35,SEC13
SEC23A,SEC13
SEC16B,SEC13
NUP93,SEC13
NUP98,SEC13
SEC16A,SEC13
LAMP1,SEC13
SEC23B,SEC13
MIOS,SEC13
NUP43,SEC13
SEC24C,SEC13
NUP214,SEC13
AHCTF1,SEC13
KLHL12,SEC13
SEC23IP,SEC13
SEC31B,SEC13
NDC1,SEC13
NUP188,SEC13
SAR1A,SEC13
PEF1,SEC13
NUP160,SEC13
NUP58,SEC13
POM121,SEC13
SEC31A,SEC13
SEC24A,SEC13
SEH1L,SEC13
SAR1B,SEC13
TMED7,SEC13
SEC24B,SEC13
NUP37,SEC13
NUP88,SEC13
NUP62,SEC13
POM121C,SEC13
NPRL3,SEC13
DEPDC5,SEC13
AAAS,NUP153
SPI1,NUP153
NUP107,NUP153
NUP155,NUP153
NUP85,NUP153
NUP210,NUP153
NUP42,NUP153
NUP133,NUP153
NUP54,NUP153
RANBP2,NUP153
NUP205,NUP153
KPNB1,NUP153
MCM3AP,NUP153
NUP35,NUP153
SENP2,NUP153
MAD2L1,NUP153
NUP93,NUP153
NUP98,NUP153
SOX2,NUP153
NUP43,NUP153
NUP50,NUP153
NUP214,NUP153
AHCTF1,NUP153
TPR,NUP153
CETN2,NUP153
NDC1,NUP153
NUP188,NUP153
NUP160,NUP153
POM121,NUP153
RAE1,NUP153
SEH1L,NUP153
SUN1,NUP153
MAD1L1,NUP153
CETN3,NUP153
ENY2,NUP153
KPNA2,NUP153
RAN,NUP153
NUP37,NUP153
NUP88,NUP153
NUP62,NUP153
PCID2,NUP153
POM121C,NUP153
AAAS,NUP88
NUP107,NUP88
NUP155,NUP88
NUP85,NUP88
NUP210,NUP88
NUP42,NUP88
NUP133,NUP88
NUP54,NUP88
RANBP2,NUP88
NUP205,NUP88
NUP35,NUP88
NUP93,NUP88
NUP98,NUP88
NUP43,NUP88
NUP50,NUP88
NUP214,NUP88
AHCTF1,NUP88
TPR,NUP88
NDC1,NUP88
NUP188,NUP88
NUP160,NUP88
NUP58,NUP88
SEC13,NUP88
RAE1,NUP88
RGPD2,NUP88
SEH1L,NUP88
XPO1,NUP88
NUP153,NUP88
NUP37,NUP88
NUP62,NUP88
AAAS,AHCTF1
NUP107,AHCTF1
NUP155,AHCTF1
NUP85,AHCTF1
NUP210,AHCTF1
NUP133,AHCTF1
NUP54,AHCTF1
RANBP2,AHCTF1
NUP205,AHCTF1
NUP35,AHCTF1
NUP93,AHCTF1
NUP98,AHCTF1
NUP43,AHCTF1
NUP214,AHCTF1
NDC1,AHCTF1
NUP188,AHCTF1
NUP160,AHCTF1
NUP58,AHCTF1
SEC13,AHCTF1
POM121,AHCTF1
SEH1L,AHCTF1
NUP153,AHCTF1
NUP37,AHCTF1
NUP88,AHCTF1
NUP62,AHCTF1
CBX5,SUV39H1
SIRT1,SUV39H1
MAPK12,SUV39H1
SNAI1,SUV39H1
SIRT2,SUV39H1
TRIM28,SUV39H1
RFX1,SUV39H1
RRP8,SUV39H1
H3-3B,SUV39H1
MDM2,SUV39H1
RBL2,SUV39H1
DNMT3A,SUV39H1
RB1,SUV39H1
SETDB1,SUV39H1
WRN,SUV39H1
DDB1,SUV39H1
SUZ12,SUV39H1
EZH2,SUV39H1
DNMT3B,SUV39H1
H3C13,SUV39H1
CBX3,SUV39H1
BCL11B,SUV39H1
H3C12,SUV39H1
DNMT1,SUV39H1
HDAC1,SUV39H1
CUL4A,SUV39H1
E2F4,SUV39H1
CBX1,SUV39H1
SIN3A,SUV39H1
EHMT2,SUV39H1
RUNX3,SUV39H1
CUL4B,SUV39H1
MECP2,SUV39H1
BAHD1,SUV39H1
HDAC2,SUV39H1
BAZ2A,SUV39H1
CBX5,CHAF1A
CHAF1B,CHAF1A
H3C12,CHAF1A
RBBP4,CHAF1A
CBX5,H3-4
CBX7,H3-4
MPO,H3-4
KAT2A,H3-4
ASF1A,H3-4
BCL9,H3-4
H4C6,H3-4
YEATS4,H3-4
MLLT1,H3-4
H3-3B,H3-4
NASP,H3-4
SRSF1,H3-4
CREBBP,H3-4
BRD4,H3-4
ASF1B,H3-4
KAT2B,H3-4
HAT1,H3-4
DNMT3A,H3-4
KAT6A,H3-4
DAXX,H3-4
DIDO1,H3-4
DNMT3L,H3-4
SETDB1,H3-4
H2BC1,H3-4
KAT6B,H3-4
H2BC5,H3-4
AIRE,H3-4
SPINDOC,H3-4
PYGO1,H3-4
CDY1,H3-4
CDY1B,H3-4
H2AC8,H3-4
ING2,H3-4
BPTF,H3-4
CBX2,H3-4
RAD9A,H3-4
KMT2E,H3-4
NSD3,H3-4
SGF29,H3-4
SUPT6H,H3-4
H1-8,H3-4
ING3,H3-4
H2BC4,H3-4
DNMT3B,H3-4
H2AC20,H3-4
H3C13,H3-4
CBX3,H3-4
H3-5,H3-4
LBR,H3-4
TAF3,H3-4
KAT5,H3-4
SP100,H3-4
SMARCA4,H3-4
IPO4,H3-4
H4C11,H3-4
H2BC12,H3-4
PHF8,H3-4
TRIM33,H3-4
WDR5,H3-4
H3C12,H3-4
DNMT1,H3-4
MPHOSPH8,H3-4
H3-3A,H3-4
PYGO2,H3-4
H2BC21,H3-4
H3C14,H3-4
H2AC18,H3-4
H3C10,H3-4
ZZZ3,H3-4
KDM4A,H3-4
PPIE,H3-4
ATRX,H3-4
RBBP4,H3-4
HDAC1,H3-4
PHF1,H3-4
PADI4,H3-4
ING1,H3-4
SPIN1,H3-4
H2BC13,H3-4
H4C2,H3-4
H3C4,H3-4
H4C3,H3-4
RBBP7,H3-4
MLLT3,H3-4
TP53BP1,H3-4
SIRT3,H3-4
NSD2,H3-4
ZCWPW2,H3-4
BRPF1,H3-4
CBX1,H3-4
EHMT2,H3-4
ING4,H3-4
MORC3,H3-4
CBX6,H3-4
H3C15,H3-4
PBRM1,H3-4
SETD2,H3-4
PHF21A,H3-4
CDY2A,H3-4
BRD1,H3-4
EHMT1,H3-4
BANF1,H3-4
H2AX,H3-4
KMT2A,H3-4
BANF2,H3-4
CHD4,H3-4
CDY2B,H3-4
H4-16,H3-4
H4C15,H3-4
H4C14,H3-4
SPHK2,H3-4
EGLN2,H3-4
H2BC11,H3-4
SIRT5,H3-4
CDYL2,H3-4
H2BC17,H3-4
H4C7,H3-4
H2BC14,H3-4
RAG2,H3-4
H4C1,H3-4
H2BC9,H3-4
H2BU1,H3-4
H4C4,H3-4
UHRF1,H3-4
H4C12,H3-4
H3C1,H3-4
H4C13,H3-4
H4C9,H3-4
H2BS1,H3-4
H2BC3,H3-4
H3C11,H3-4
HDGFL2,H3-4
CHD1,H3-4
H2AC4,H3-4
H2BC15,H3-4
PHF19,H3-4
H3C7,H3-4
H3C8,H3-4
H3C3,H3-4
H4C5,H3-4
H3C2,H3-4
H4C8,H3-4
H3C6,H3-4
TRIM66,H3-4
H3-2,H3-4
CBX5,TRIM28
ZNF350,TRIM28
ZNF10,TRIM28
ZNF629,TRIM28
DNMT3A,TRIM28
NCOR1,TRIM28
SETDB1,TRIM28
ZKSCAN7,TRIM28
ZNF689,TRIM28
ZNF436,TRIM28
NCL,TRIM28
ZNF354C,TRIM28
ZNF569,TRIM28
DNMT3B,TRIM28
CBX3,TRIM28
ZNF354A,TRIM28
SUV39H1,TRIM28
TRIM24,TRIM28
ZNF93,TRIM28
SMARCA4,TRIM28
ZNF44,TRIM28
TRIM33,TRIM28
SMARCAD1,TRIM28
DNMT1,TRIM28
MAGEC2,TRIM28
HDAC1,TRIM28
ZWINT,TRIM28
HDAC6,TRIM28
CHD3,TRIM28
ZNF763,TRIM28
CBX1,TRIM28
ZNF445,TRIM28
ZNF195,TRIM28
ZNF74,TRIM28
ZNF304,TRIM28
SUMO2,TRIM28
ZFP57,TRIM28
CHD4,TRIM28
ZNF324,TRIM28
ZFP90,TRIM28
MAGEA3,TRIM28
UHRF1,TRIM28
ZNF501,TRIM28
ZNF274,TRIM28
ZNF746,TRIM28
CBX5,H3C14
CBX7,H3C14
VRK1,H3C14
APEX1,H3C14
POLR2C,H3C14
PAF1,H3C14
POLR2I,H3C14
SUPT4H1,H3C14
MED31,H3C14
ASF1A,H3C14
TBP,H3C14
BCL9,H3C14
MED28,H3C14
H4C6,H3C14
MED17,H3C14
MLLT1,H3C14
TAF4,H3C14
H3-3B,H3C14
NASP,H3C14
MED10,H3C14
CDK7,H3C14
MED4,H3C14
GTF2H4,H3C14
BARD1,H3C14
MNAT1,H3C14
KMT2C,H3C14
CREBBP,H3C14
MED15,H3C14
ASF1B,H3C14
MED26,H3C14
KAT2B,H3C14
TAF12,H3C14
RBBP5,H3C14
DNMT3A,H3C14
MCM2,H3C14
MED20,H3C14
KAT6A,H3C14
GTF2H1,H3C14
DAXX,H3C14
DIDO1,H3C14
MED9,H3C14
DNMT3L,H3C14
SETDB1,H3C14
RPS27A,H3C14
POLR2D,H3C14
GTF2H2,H3C14
MED21,H3C14
SMARCA5,H3C14
GTF2E1,H3C14
ERCC3,H3C14
MED7,H3C14
KAT6B,H3C14
H2BC5,H3C14
MED8,H3C14
AIRE,H3C14
MED27,H3C14
POLR2J,H3C14
MED11,H3C14
SPINDOC,H3C14
H2AZ1,H3C14
MED30,H3C14
TAF10,H3C14
LEO1,H3C14
MED1,H3C14
POLR2G,H3C14
PYGO1,H3C14
CDY1,H3C14
CDY1B,H3C14
H2AC8,H3C14
ING2,H3C14
BPTF,H3C14
H1-4,H3C14
CBX2,H3C14
KMT2E,H3C14
TAF7,H3C14
NSD3,H3C14
SGF29,H3C14
SUZ12,H3C14
SUPT6H,H3C14
EZH2,H3C14
H2BC4,H3C14
SOX11,H3C14
SOX2,H3C14
MED14,H3C14
POLR2L,H3C14
MED16,H3C14
CARM1,H3C14
MED25,H3C14
H2AC14,H3C14
DNMT3B,H3C14
H2AC20,H3C14
H2AC21,H3C14
H3C13,H3C14
CBX3,H3C14
TNPO1,H3C14
SPTY2D1,H3C14
H3-5,H3C14
TAF3,H3C14
TRIM24,H3C14
GTF2F2,H3C14
ASH2L,H3C14
POLR2K,H3C14
SP100,H3C14
H1-0,H3C14
DPY30,H3C14
IPO4,H3C14
H4C11,H3C14
GTF2E2,H3C14
H2BC7,H3C14
H2BC12,H3C14
PHF8,H3C14
TRIM33,H3C14
WDR5,H3C14
H2AC13,H3C14
H2AC11,H3C14
H3C12,H3C14
DNMT1,H3C14
H2AC17,H3C14
TAF11,H3C14
CTR9,H3C14
TAF13,H3C14
MPHOSPH8,H3C14
H3-4,H3C14
H3-3A,H3C14
CDC73,H3C14
MED23,H3C14
PYGO2,H3C14
H2BC21,H3C14
H2AC18,H3C14
H3C10,H3C14
CHD1L,H3C14
TAF5,H3C14
CGAS,H3C14
GTF2B,H3C14
ZZZ3,H3C14
KDM4A,H3C14
PPIE,H3C14
TAF8,H3C14
ATRX,H3C14
MED18,H3C14
PHF1,H3C14
ING1,H3C14
SPIN1,H3C14
H2AC12,H3C14
H2BC10,H3C14
H4C2,H3C14
H3C4,H3C14
H2AC6,H3C14
H4C3,H3C14
TAF2,H3C14
MLLT3,H3C14
PSIP1,H3C14
TAF9,H3C14
POLR2B,H3C14
TP53BP1,H3C14
SIRT3,H3C14
NSD2,H3C14
ZCWPW2,H3C14
BRPF1,H3C14
RTF1,H3C14
ERCC2,H3C14
CBX1,H3C14
GTF2F1,H3C14
EHMT2,H3C14
GTF2A2,H3C14
ING4,H3C14
DOT1L,H3C14
MORC3,H3C14
CBX6,H3C14
KMT5A,H3C14
H3C15,H3C14
POLR2F,H3C14
PBRM1,H3C14
SETD2,H3C14
UBA52,H3C14
TAF6,H3C14
CDY2A,H3C14
TAF1,H3C14
POLR2H,H3C14
EHMT1,H3C14
MACROH2A1,H3C14
TCEA1,H3C14
KMT2A,H3C14
H2AJ,H3C14
MED24,H3C14
CHD4,H3C14
CDY2B,H3C14
UBC,H3C14
H4-16,H3C14
GTF2H3,H3C14
H2BC8,H3C14
H2BC18,H3C14
GTF2A1,H3C14
WDR61,H3C14
POLR2A,H3C14
H4C15,H3C14
H4C14,H3C14
SUPT5H,H3C14
H2AC19,H3C14
GTF2H5,H3C14
H2BC11,H3C14
SIRT5,H3C14
CDYL2,H3C14
H2BC17,H3C14
H2BC14,H3C14
POLR2E,H3C14
UBB,H3C14
H4C1,H3C14
H2BC9,H3C14
H2BU1,H3C14
H4C4,H3C14
UHRF1,H3C14
H4C12,H3C14
H3C1,H3C14
H4C13,H3C14
H4C9,H3C14
MED29,H3C14
MED6,H3C14
H2AC15,H3C14
MED22,H3C14
H2AC16,H3C14
H2BC3,H3C14
H3C11,H3C14
HDGFL2,H3C14
CHD1,H3C14
H2AC4,H3C14
H2BC15,H3C14
H3C7,H3C14
H3C8,H3C14
H3C3,H3C14
H4C5,H3C14
H3C2,H3C14
H4C8,H3C14
H3C6,H3C14
H2BC6,H3C14
TRIM66,H3C14
CCNH,H3C14
MED19,H3C14
H3-2,H3C14
CBX5,SETDB1
TRIM28,SETDB1
H3-3B,SETDB1
DNMT3A,SETDB1
ZKSCAN7,SETDB1
DNMT3B,SETDB1
H3C13,SETDB1
SUV39H1,SETDB1
H3-5,SETDB1
H3C12,SETDB1
DNMT1,SETDB1
H3-4,SETDB1
H3-3A,SETDB1
H3C14,SETDB1
H3C10,SETDB1
HDAC1,SETDB1
H3C4,SETDB1
EHMT2,SETDB1
H3C15,SETDB1
ERG,SETDB1
ATF7IP,SETDB1
H3C1,SETDB1
H3C11,SETDB1
H3C7,SETDB1
H3C8,SETDB1
H3C3,SETDB1
ZNF274,SETDB1
H3C2,SETDB1
H3C6,SETDB1
H3-2,SETDB1
CBX5,CDCA8
ATP5F1D,CDCA8
ATP5F1E,CDCA8
SGO1,CDCA8
CHMP4C,CDCA8
ATP5PD,CDCA8
BIRC5,CDCA8
AURKC,CDCA8
ATP5ME,CDCA8
AURKB,CDCA8
ATP5F1C,CDCA8
SGO2,CDCA8
MT-ATP6,CDCA8
ATP5PB,CDCA8
ATP5MD,CDCA8
INCENP,CDCA8
ATP5F1A,CDCA8
CHMP4A,CDCA8
KCNJ6,CDCA8
CBX5,H3-3B
CBX7,H3-3B
MPO,H3-3B
KAT2A,H3-3B
ASF1A,H3-3B
BCL9,H3-3B
H4C6,H3-3B
FOXA1,H3-3B
NASP,H3-3B
SRSF1,H3-3B
CREBBP,H3-3B
EP300,H3-3B
BRD4,H3-3B
ASF1B,H3-3B
KAT2B,H3-3B
HAT1,H3-3B
DNMT3A,H3-3B
MCM2,H3-3B
KAT6A,H3-3B
DAXX,H3-3B
DIDO1,H3-3B
CBX8,H3-3B
DNMT3L,H3-3B
SETDB1,H3-3B
KAT6B,H3-3B
AIRE,H3-3B
SPINDOC,H3-3B
PYGO1,H3-3B
CDY1,H3-3B
CDY1B,H3-3B
H2AC8,H3-3B
ING2,H3-3B
BPTF,H3-3B
CBX2,H3-3B
RAD9A,H3-3B
KMT2E,H3-3B
NSD3,H3-3B
SGF29,H3-3B
SUPT6H,H3-3B
EZH2,H3-3B
ARID1A,H3-3B
ING3,H3-3B
H2BC4,H3-3B
SMARCE1,H3-3B
CARM1,H3-3B
DNMT3B,H3-3B
H2AC20,H3-3B
H2AC21,H3-3B
H3C13,H3-3B
CBX3,H3-3B
TNPO1,H3-3B
CENPA,H3-3B
SUV39H1,H3-3B
H3-5,H3-3B
LBR,H3-3B
TAF3,H3-3B
KAT5,H3-3B
H2AC7,H3-3B
JARID2,H3-3B
SP100,H3-3B
SMARCA4,H3-3B
IPO4,H3-3B
H4C11,H3-3B
H2BC7,H3-3B
H2BC12,H3-3B
PHF8,H3-3B
TRIM33,H3-3B
WDR5,H3-3B
H2AC13,H3-3B
H2AC11,H3-3B
H3C12,H3-3B
DNMT1,H3-3B
H2AC17,H3-3B
MPHOSPH8,H3-3B
H3-4,H3-3B
H3-3A,H3-3B
PYGO2,H3-3B
H2BC21,H3-3B
H3C14,H3-3B
H2AC18,H3-3B
H3C10,H3-3B
ZZZ3,H3-3B
KDM4A,H3-3B
PPIE,H3-3B
DNAJC9,H3-3B
ATRX,H3-3B
RBBP4,H3-3B
HDAC1,H3-3B
PADI4,H3-3B
ING1,H3-3B
SPIN1,H3-3B
H2BC10,H3-3B
H4C2,H3-3B
H3C4,H3-3B
H4C3,H3-3B
RBBP7,H3-3B
MLLT3,H3-3B
ZMYND11,H3-3B
TP53BP1,H3-3B
SIRT3,H3-3B
ZCWPW2,H3-3B
CBX1,H3-3B
SMARCD1,H3-3B
EHMT2,H3-3B
ING4,H3-3B
MORC3,H3-3B
CBX6,H3-3B
H3C15,H3-3B
TONSL,H3-3B
PBRM1,H3-3B
SETD2,H3-3B
ACTL6A,H3-3B
PHF21A,H3-3B
CDY2A,H3-3B
BRD1,H3-3B
EHMT1,H3-3B
BANF1,H3-3B
H2AX,H3-3B
KMT2A,H3-3B
BANF2,H3-3B
CHD4,H3-3B
CDY2B,H3-3B
H4-16,H3-3B
H2BC8,H3-3B
SMARCC2,H3-3B
H4C15,H3-3B
H4C14,H3-3B
SPHK2,H3-3B
EGLN2,H3-3B
H2BC11,H3-3B
SIRT5,H3-3B
H2BC17,H3-3B
H4C7,H3-3B
RAG2,H3-3B
H4C1,H3-3B
H4C4,H3-3B
UHRF1,H3-3B
H4C12,H3-3B
H3C1,H3-3B
H4C13,H3-3B
H4C9,H3-3B
H2AC15,H3-3B
H2AC16,H3-3B
H2BC3,H3-3B
H3C11,H3-3B
HDGFL2,H3-3B
CHD1,H3-3B
H2AC4,H3-3B
H3C7,H3-3B
H3C8,H3-3B
H3C3,H3-3B
H4C5,H3-3B
H3C2,H3-3B
H4C8,H3-3B
H3C6,H3-3B
hCG_2039566,H3-3B
H2BC6,H3-3B
ACTB,H3-3B
TRIM66,H3-3B
H3-2,H3-3B
CBX5,H3-5
CBX7,H3-5
MPO,H3-5
